2026-03-24 10:39:10 | INFO     | emotion_detector | Background emotion monitoring started
2026-03-24 10:41:29 | ERROR    | ai_core | AI generation error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-proj-********************************************************************************************************************************************************DNYA. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}
2026-03-24 10:41:29 | INFO     | tts_output | Generating TTS with voice 'nova' for tone 'neutral' (speed: 1.0)
2026-03-24 10:41:29 | ERROR    | tts_output | TTS generation error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-proj-********************************************************************************************************************************************************DNYA. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}
2026-03-24 10:41:31 | INFO     | emotion_detector | Detected emotion: neutral (confidence: 0.50)
2026-03-24 10:41:32 | WARNING  | emotion_detector | Failed to capture frame from camera
2026-03-24 10:41:33 | INFO     | emotion_detector | Detected emotion: neutral (confidence: 0.99)
2026-03-24 10:41:33 | INFO     | emotion_detector | Detected emotion: neutral (confidence: 1.00)
2026-03-24 10:41:42 | INFO     | voice_tone | Voice tone analysis: neutral (confidence: 0.50)
2026-03-24 10:41:43 | ERROR    | ai_core | AI generation error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-proj-********************************************************************************************************************************************************DNYA. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}
2026-03-24 10:41:43 | INFO     | tts_output | Generating TTS with voice 'nova' for tone 'sad' (speed: 0.85)
2026-03-24 10:41:44 | ERROR    | tts_output | TTS generation error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-proj-********************************************************************************************************************************************************DNYA. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}
2026-03-24 10:41:44 | WARNING  | emotion_detector | Failed to capture frame from camera
2026-03-24 10:41:45 | INFO     | emotion_detector | Detected emotion: sad (confidence: 0.96)
2026-03-24 10:41:45 | INFO     | emotion_detector | Detected emotion: sad (confidence: 0.64)
2026-03-24 10:41:56 | WARNING  | emotion_detector | Failed to capture frame from camera
2026-03-24 10:41:57 | INFO     | emotion_detector | Detected emotion: sad (confidence: 0.99)
2026-03-24 10:41:57 | INFO     | emotion_detector | Detected emotion: sad (confidence: 0.99)
2026-03-24 10:42:06 | INFO     | emotion_detector | Detected emotion: sad (confidence: 0.94)
2026-03-24 10:42:07 | INFO     | voice_tone | Voice tone analysis: neutral (confidence: 0.50)
2026-03-24 10:42:08 | INFO     | emotion_detector | Detected emotion: sad (confidence: 0.99)
2026-03-24 10:42:08 | ERROR    | ai_core | AI generation error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-proj-********************************************************************************************************************************************************DNYA. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}
2026-03-24 10:42:08 | INFO     | tts_output | Generating TTS with voice 'nova' for tone 'sad' (speed: 0.85)
2026-03-24 10:42:09 | INFO     | emotion_detector | Detected emotion: sad (confidence: 1.00)
2026-03-24 10:42:09 | ERROR    | tts_output | TTS generation error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-proj-********************************************************************************************************************************************************DNYA. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}
2026-03-24 10:42:17 | INFO     | emotion_detector | Detected emotion: sad (confidence: 0.98)
2026-03-24 10:42:20 | INFO     | emotion_detector | Detected emotion: fear (confidence: 0.93)
2026-03-24 10:42:20 | INFO     | emotion_detector | Detected emotion: fear (confidence: 0.94)
2026-03-24 10:42:23 | INFO     | emotion_detector | Detected emotion: fear (confidence: 1.00)
2026-03-24 10:42:27 | INFO     | emotion_detector | Detected emotion: fear (confidence: 1.00)
2026-03-24 10:42:28 | INFO     | emotion_detector | Detected emotion: fear (confidence: 1.00)
2026-03-24 10:42:30 | INFO     | emotion_detector | Detected emotion: fear (confidence: 1.00)
2026-03-24 10:42:36 | INFO     | emotion_detector | Detected emotion: fear (confidence: 1.00)
2026-03-24 10:42:36 | INFO     | emotion_detector | Detected emotion: fear (confidence: 0.96)
2026-03-24 10:42:36 | INFO     | emotion_detector | Detected emotion: fear (confidence: 0.94)
2026-03-24 10:42:43 | WARNING  | emotion_detector | Failed to capture frame from camera
2026-03-24 10:42:43 | WARNING  | emotion_detector | Failed to capture frame from camera
2026-03-24 10:42:44 | INFO     | emotion_detector | Detected emotion: fear (confidence: 0.80)
2026-03-24 10:42:53 | INFO     | emotion_detector | Detected emotion: sad (confidence: 0.63)
2026-03-24 10:42:54 | INFO     | emotion_detector | Detected emotion: sad (confidence: 1.00)
2026-03-24 10:42:54 | INFO     | emotion_detector | Detected emotion: sad (confidence: 0.99)
2026-03-24 10:43:01 | INFO     | emotion_detector | Detected emotion: neutral (confidence: 0.95)
2026-03-24 10:43:03 | INFO     | emotion_detector | Detected emotion: neutral (confidence: 0.74)
2026-03-24 10:43:04 | INFO     | emotion_detector | Detected emotion: neutral (confidence: 0.86)
2026-03-24 10:43:10 | INFO     | emotion_detector | Detected emotion: fear (confidence: 0.98)
2026-03-24 10:43:13 | INFO     | emotion_detector | Detected emotion: fear (confidence: 0.97)
2026-03-24 10:43:14 | INFO     | emotion_detector | Detected emotion: fear (confidence: 0.64)
2026-03-24 10:43:18 | INFO     | emotion_detector | Detected emotion: fear (confidence: 0.93)
2026-03-24 10:43:23 | INFO     | emotion_detector | Detected emotion: sad (confidence: 0.92)
2026-03-24 10:43:24 | INFO     | emotion_detector | Detected emotion: sad (confidence: 0.63)
2026-03-24 10:43:26 | INFO     | emotion_detector | Detected emotion: angry (confidence: 0.91)
2026-03-24 10:43:33 | INFO     | emotion_detector | Detected emotion: fear (confidence: 0.98)
2026-03-24 10:43:34 | INFO     | emotion_detector | Detected emotion: sad (confidence: 0.94)
2026-03-24 10:43:35 | INFO     | emotion_detector | Detected emotion: fear (confidence: 0.56)
2026-03-24 10:43:46 | WARNING  | emotion_detector | Failed to capture frame from camera
2026-03-24 10:43:46 | INFO     | emotion_detector | Detected emotion: fear (confidence: 1.00)
2026-03-24 10:43:47 | INFO     | emotion_detector | Detected emotion: sad (confidence: 0.97)
2026-03-24 10:43:59 | WARNING  | emotion_detector | Failed to capture frame from camera
2026-03-24 10:43:59 | INFO     | emotion_detector | Detected emotion: angry (confidence: 0.98)
2026-03-24 10:44:00 | INFO     | emotion_detector | Detected emotion: angry (confidence: 0.55)
2026-03-24 10:44:11 | INFO     | emotion_detector | Detected emotion: fear (confidence: 1.00)
2026-03-24 10:44:13 | WARNING  | emotion_detector | Failed to capture frame from camera
2026-03-24 10:44:15 | INFO     | emotion_detector | Detected emotion: fear (confidence: 1.00)
2026-03-24 10:44:24 | INFO     | emotion_detector | Detected emotion: fear (confidence: 0.98)
2026-03-24 10:44:26 | INFO     | emotion_detector | Detected emotion: fear (confidence: 1.00)
2026-03-24 10:44:29 | INFO     | emotion_detector | Detected emotion: fear (confidence: 1.00)
2026-03-24 10:44:34 | INFO     | emotion_detector | Detected emotion: fear (confidence: 0.78)
2026-03-24 10:44:34 | INFO     | emotion_detector | Detected emotion: fear (confidence: 0.99)
2026-03-24 10:44:37 | INFO     | emotion_detector | Detected emotion: fear (confidence: 0.98)
2026-03-24 10:44:42 | INFO     | emotion_detector | Detected emotion: fear (confidence: 0.98)
2026-03-24 10:44:47 | INFO     | emotion_detector | Detected emotion: fear (confidence: 0.65)
2026-03-24 10:44:51 | INFO     | emotion_detector | Bias correction: Switched from fear/sad to neutral (neutral score: 0.47)
2026-03-24 10:44:51 | INFO     | emotion_detector | Detected emotion: neutral (confidence: 0.47)
2026-03-24 10:44:55 | INFO     | emotion_detector | Detected emotion: angry (confidence: 1.00)
2026-03-24 10:44:56 | INFO     | voice_tone | Voice tone analysis: neutral (confidence: 0.50)
2026-03-24 10:44:57 | ERROR    | ai_core | AI generation error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-proj-********************************************************************************************************************************************************DNYA. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}
2026-03-24 10:44:57 | INFO     | tts_output | Generating TTS with voice 'nova' for tone 'sad' (speed: 0.85)
2026-03-24 10:44:58 | ERROR    | tts_output | TTS generation error: Error code: 401 - {'error': {'message': 'Incorrect API key provided: sk-proj-********************************************************************************************************************************************************DNYA. You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'code': 'invalid_api_key', 'param': None}, 'status': 401}
2026-03-24 10:45:02 | INFO     | emotion_detector | Detected emotion: neutral (confidence: 0.99)
2026-03-24 10:45:09 | INFO     | emotion_detector | Detected emotion: angry (confidence: 0.86)
2026-03-24 10:45:17 | INFO     | emotion_detector | Detected emotion: fear (confidence: 0.90)
2026-03-24 10:45:19 | INFO     | emotion_detector | Detected emotion: fear (confidence: 0.99)
2026-03-24 10:45:26 | INFO     | emotion_detector | Detected emotion: sad (confidence: 0.99)
2026-03-24 10:45:32 | INFO     | emotion_detector | Detected emotion: sad (confidence: 1.00)
2026-03-24 10:45:36 | INFO     | emotion_detector | Detected emotion: sad (confidence: 0.97)
2026-03-24 10:45:44 | INFO     | emotion_detector | Detected emotion: sad (confidence: 0.40)
2026-03-24 10:45:49 | INFO     | emotion_detector | Detected emotion: sad (confidence: 0.99)
2026-03-24 10:45:56 | INFO     | emotion_detector | Detected emotion: sad (confidence: 0.99)
2026-03-24 10:46:01 | INFO     | emotion_detector | Detected emotion: sad (confidence: 0.99)
2026-03-24 10:46:07 | INFO     | emotion_detector | Detected emotion: sad (confidence: 0.99)
2026-03-24 10:46:20 | INFO     | emotion_detector | Detected emotion: sad (confidence: 0.99)
2026-03-24 10:46:26 | INFO     | emotion_detector | Detected emotion: sad (confidence: 1.00)
2026-03-24 10:46:29 | INFO     | emotion_detector | Detected emotion: sad (confidence: 0.99)
2026-03-24 10:46:35 | INFO     | emotion_detector | Detected emotion: sad (confidence: 0.99)
2026-03-24 10:46:38 | INFO     | emotion_detector | Detected emotion: sad (confidence: 1.00)
2026-03-24 10:46:40 | INFO     | emotion_detector | Detected emotion: sad (confidence: 0.99)
2026-03-24 10:46:46 | INFO     | emotion_detector | Detected emotion: sad (confidence: 1.00)
2026-03-24 10:46:49 | WARNING  | emotion_detector | Failed to capture frame from camera
2026-03-24 10:46:50 | INFO     | emotion_detector | Detected emotion: sad (confidence: 0.88)
2026-03-24 10:46:57 | INFO     | emotion_detector | Detected emotion: sad (confidence: 1.00)
2026-03-24 10:46:59 | INFO     | emotion_detector | Detected emotion: sad (confidence: 0.97)
2026-03-24 10:47:00 | INFO     | emotion_detector | Detected emotion: sad (confidence: 0.97)
2026-03-24 10:47:04 | INFO     | emotion_detector | Detected emotion: sad (confidence: 0.99)
2026-03-24 10:47:05 | INFO     | emotion_detector | Detected emotion: sad (confidence: 0.99)
2026-03-24 10:47:07 | INFO     | emotion_detector | Detected emotion: sad (confidence: 0.99)
2026-03-24 10:47:11 | WARNING  | emotion_detector | Failed to capture frame from camera
2026-03-24 10:47:11 | INFO     | emotion_detector | Detected emotion: happy (confidence: 0.79)
2026-03-24 10:47:14 | INFO     | emotion_detector | Detected emotion: surprise (confidence: 0.41)
2026-03-24 10:47:17 | INFO     | emotion_detector | Detected emotion: sad (confidence: 0.69)
2026-03-24 10:47:18 | INFO     | emotion_detector | Detected emotion: sad (confidence: 0.66)
2026-03-24 10:47:21 | INFO     | emotion_detector | Detected emotion: sad (confidence: 0.98)
2026-03-24 10:47:22 | INFO     | emotion_detector | Detected emotion: sad (confidence: 0.93)
2026-03-24 10:47:25 | INFO     | emotion_detector | Detected emotion: sad (confidence: 0.61)
2026-03-24 10:47:27 | INFO     | emotion_detector | Detected emotion: sad (confidence: 0.83)
2026-03-24 10:47:28 | INFO     | emotion_detector | Detected emotion: sad (confidence: 0.87)
2026-03-24 10:47:32 | INFO     | emotion_detector | Detected emotion: neutral (confidence: 0.96)
2026-03-24 10:47:36 | INFO     | emotion_detector | Detected emotion: sad (confidence: 0.87)
2026-03-24 10:47:37 | INFO     | emotion_detector | Detected emotion: neutral (confidence: 0.90)
2026-03-24 10:47:43 | INFO     | emotion_detector | Detected emotion: neutral (confidence: 0.96)
2026-03-24 10:47:46 | INFO     | emotion_detector | Detected emotion: sad (confidence: 0.88)
2026-03-24 10:47:47 | INFO     | emotion_detector | Detected emotion: sad (confidence: 0.89)
2026-03-24 10:47:53 | INFO     | emotion_detector | Detected emotion: sad (confidence: 0.92)
2026-03-24 10:47:55 | INFO     | emotion_detector | Detected emotion: neutral (confidence: 0.45)
2026-03-24 10:47:57 | INFO     | emotion_detector | Detected emotion: sad (confidence: 0.87)
2026-03-24 10:48:03 | INFO     | emotion_detector | Detected emotion: sad (confidence: 1.00)
2026-03-24 10:48:04 | INFO     | emotion_detector | Detected emotion: neutral (confidence: 0.70)
2026-03-24 10:48:05 | INFO     | emotion_detector | Detected emotion: sad (confidence: 1.00)
2026-03-24 10:48:10 | WARNING  | emotion_detector | Failed to capture frame from camera
2026-03-24 10:48:10 | INFO     | emotion_detector | Detected emotion: fear (confidence: 0.40)
2026-03-24 10:48:12 | INFO     | emotion_detector | Detected emotion: sad (confidence: 0.72)
2026-03-24 10:48:16 | INFO     | emotion_detector | Detected emotion: sad (confidence: 0.93)
2026-03-24 10:48:17 | INFO     | emotion_detector | Detected emotion: sad (confidence: 0.91)
2026-03-24 10:48:19 | INFO     | emotion_detector | Detected emotion: sad (confidence: 0.94)
2026-03-24 10:48:22 | INFO     | emotion_detector | Detected emotion: sad (confidence: 0.67)
2026-03-24 10:48:24 | INFO     | emotion_detector | Detected emotion: sad (confidence: 0.76)
2026-03-24 10:48:27 | INFO     | emotion_detector | Detected emotion: sad (confidence: 0.86)
2026-03-24 10:48:28 | INFO     | emotion_detector | Detected emotion: sad (confidence: 0.91)
2026-03-24 10:48:31 | INFO     | emotion_detector | Detected emotion: sad (confidence: 0.98)
2026-03-24 10:48:34 | INFO     | emotion_detector | Detected emotion: sad (confidence: 0.97)
2026-03-24 10:48:34 | INFO     | emotion_detector | Detected emotion: sad (confidence: 0.86)
2026-03-24 10:48:37 | INFO     | emotion_detector | Detected emotion: sad (confidence: 1.00)
2026-03-24 10:48:40 | INFO     | emotion_detector | Detected emotion: sad (confidence: 0.94)
2026-03-24 10:48:40 | INFO     | emotion_detector | Detected emotion: sad (confidence: 0.99)
2026-03-24 10:48:44 | INFO     | emotion_detector | Detected emotion: sad (confidence: 0.69)
2026-03-24 10:48:46 | INFO     | emotion_detector | Detected emotion: sad (confidence: 0.87)
2026-03-24 10:48:47 | INFO     | emotion_detector | Detected emotion: sad (confidence: 0.89)
2026-03-24 10:48:51 | INFO     | emotion_detector | Detected emotion: sad (confidence: 0.91)
2026-03-24 10:48:52 | INFO     | emotion_detector | Detected emotion: sad (confidence: 0.92)
2026-03-24 10:48:54 | INFO     | emotion_detector | Detected emotion: sad (confidence: 0.94)
2026-03-24 10:48:58 | INFO     | emotion_detector | Detected emotion: sad (confidence: 0.85)
2026-03-24 10:48:58 | INFO     | emotion_detector | Detected emotion: sad (confidence: 0.81)
2026-03-24 10:49:02 | INFO     | emotion_detector | Detected emotion: sad (confidence: 0.80)
2026-03-24 10:49:04 | INFO     | emotion_detector | Detected emotion: sad (confidence: 0.98)
2026-03-24 10:49:05 | INFO     | emotion_detector | Detected emotion: sad (confidence: 0.98)
2026-03-24 10:49:08 | INFO     | emotion_detector | Detected emotion: sad (confidence: 0.96)
2026-03-24 10:49:10 | INFO     | emotion_detector | Detected emotion: sad (confidence: 0.89)
2026-03-24 10:49:12 | INFO     | emotion_detector | Detected emotion: sad (confidence: 0.46)
2026-03-24 10:49:15 | INFO     | emotion_detector | Detected emotion: sad (confidence: 0.63)
2026-03-24 10:49:16 | INFO     | emotion_detector | Detected emotion: angry (confidence: 0.83)
2026-03-24 10:49:19 | INFO     | emotion_detector | Detected emotion: sad (confidence: 0.89)
2026-03-24 10:49:21 | INFO     | emotion_detector | Detected emotion: sad (confidence: 0.88)
2026-03-24 10:49:22 | INFO     | emotion_detector | Detected emotion: sad (confidence: 0.91)
2026-03-24 10:49:26 | INFO     | emotion_detector | Detected emotion: sad (confidence: 0.83)
2026-03-24 10:49:27 | INFO     | emotion_detector | Detected emotion: sad (confidence: 0.78)
2026-03-24 10:49:28 | INFO     | emotion_detector | Detected emotion: sad (confidence: 0.83)
2026-03-24 10:49:33 | WARNING  | emotion_detector | Failed to capture frame from camera
2026-03-24 10:49:33 | INFO     | emotion_detector | Detected emotion: sad (confidence: 0.91)
2026-03-24 10:49:35 | INFO     | emotion_detector | Detected emotion: sad (confidence: 0.67)
2026-03-24 10:49:39 | INFO     | emotion_detector | Detected emotion: sad (confidence: 0.51)
2026-03-24 10:49:39 | INFO     | emotion_detector | Detected emotion: angry (confidence: 0.72)
2026-03-24 10:49:41 | INFO     | emotion_detector | Detected emotion: angry (confidence: 0.55)
2026-03-24 10:49:45 | INFO     | emotion_detector | Detected emotion: sad (confidence: 0.51)
2026-03-24 10:49:46 | INFO     | emotion_detector | Detected emotion: sad (confidence: 0.59)
2026-03-24 10:49:48 | INFO     | emotion_detector | Detected emotion: sad (confidence: 0.51)
2026-03-24 10:49:50 | INFO     | emotion_detector | Detected emotion: sad (confidence: 0.57)
2026-03-24 10:49:52 | INFO     | emotion_detector | Detected emotion: sad (confidence: 0.60)
2026-03-24 10:49:54 | INFO     | emotion_detector | Detected emotion: angry (confidence: 0.53)
2026-03-24 10:49:56 | INFO     | emotion_detector | Detected emotion: sad (confidence: 0.55)
2026-03-24 10:49:59 | INFO     | emotion_detector | Detected emotion: sad (confidence: 0.51)
2026-03-24 10:50:01 | INFO     | emotion_detector | Detected emotion: angry (confidence: 0.52)
2026-03-24 10:50:02 | INFO     | emotion_detector | Detected emotion: sad (confidence: 0.56)
2026-03-24 10:50:06 | INFO     | emotion_detector | Detected emotion: sad (confidence: 0.63)
2026-03-24 10:50:07 | INFO     | emotion_detector | Detected emotion: angry (confidence: 0.57)
2026-03-24 10:50:08 | INFO     | emotion_detector | Detected emotion: angry (confidence: 0.53)
2026-03-24 10:50:13 | WARNING  | emotion_detector | Failed to capture frame from camera
2026-03-24 10:50:13 | INFO     | emotion_detector | Detected emotion: angry (confidence: 0.63)
2026-03-24 10:50:15 | INFO     | emotion_detector | Detected emotion: sad (confidence: 0.54)
2026-03-24 10:50:19 | INFO     | emotion_detector | Detected emotion: sad (confidence: 0.54)
2026-03-24 10:50:20 | INFO     | emotion_detector | Detected emotion: sad (confidence: 0.52)
2026-03-24 10:50:22 | INFO     | emotion_detector | Detected emotion: angry (confidence: 0.76)
2026-03-24 10:50:25 | INFO     | emotion_detector | Detected emotion: angry (confidence: 0.61)
2026-03-24 10:50:27 | INFO     | emotion_detector | Detected emotion: angry (confidence: 0.60)
2026-03-24 10:50:29 | INFO     | emotion_detector | Detected emotion: angry (confidence: 0.66)
2026-03-24 10:50:31 | INFO     | emotion_detector | Detected emotion: angry (confidence: 0.65)
2026-03-24 10:50:33 | INFO     | emotion_detector | Detected emotion: angry (confidence: 0.61)
2026-03-24 10:50:35 | INFO     | emotion_detector | Detected emotion: angry (confidence: 0.56)
2026-03-24 10:50:36 | INFO     | emotion_detector | Detected emotion: angry (confidence: 0.60)
2026-03-24 10:50:40 | INFO     | emotion_detector | Detected emotion: sad (confidence: 0.62)
2026-03-24 10:50:42 | WARNING  | emotion_detector | Failed to capture frame from camera
2026-03-24 10:50:42 | INFO     | emotion_detector | Detected emotion: sad (confidence: 0.57)
2026-03-24 10:50:47 | INFO     | emotion_detector | Detected emotion: sad (confidence: 0.78)
2026-03-24 10:50:48 | INFO     | emotion_detector | Detected emotion: sad (confidence: 0.83)
2026-03-24 10:50:49 | INFO     | emotion_detector | Detected emotion: sad (confidence: 0.73)
2026-03-24 10:50:54 | INFO     | emotion_detector | Detected emotion: sad (confidence: 0.75)
2026-03-24 10:50:54 | INFO     | emotion_detector | Detected emotion: sad (confidence: 0.75)
2026-03-24 10:50:56 | INFO     | emotion_detector | Detected emotion: sad (confidence: 0.79)
2026-03-24 10:50:59 | INFO     | emotion_detector | Detected emotion: sad (confidence: 0.63)
2026-03-24 10:51:01 | INFO     | emotion_detector | Detected emotion: sad (confidence: 0.56)
2026-03-24 10:51:02 | INFO     | emotion_detector | Detected emotion: angry (confidence: 0.60)
2026-03-24 10:51:05 | INFO     | emotion_detector | Detected emotion: angry (confidence: 0.60)
2026-03-24 10:51:07 | INFO     | emotion_detector | Detected emotion: angry (confidence: 0.71)
2026-03-24 10:51:09 | INFO     | emotion_detector | Detected emotion: angry (confidence: 0.59)
2026-03-24 10:51:10 | INFO     | emotion_detector | Detected emotion: angry (confidence: 0.70)
2026-03-24 10:51:14 | INFO     | emotion_detector | Detected emotion: angry (confidence: 0.61)
2026-03-24 10:51:16 | INFO     | emotion_detector | Detected emotion: neutral (confidence: 1.00)
2026-03-24 10:51:16 | INFO     | emotion_detector | Detected emotion: neutral (confidence: 0.99)
2026-03-24 10:51:22 | INFO     | emotion_detector | Detected emotion: neutral (confidence: 0.67)
2026-03-24 10:51:22 | WARNING  | emotion_detector | Failed to capture frame from camera
2026-03-24 10:51:22 | INFO     | emotion_detector | Detected emotion: neutral (confidence: 0.48)
2026-03-24 10:51:28 | WARNING  | emotion_detector | Failed to capture frame from camera
2026-03-24 10:51:29 | INFO     | emotion_detector | Detected emotion: fear (confidence: 0.65)
2026-03-24 10:51:29 | INFO     | emotion_detector | Detected emotion: neutral (confidence: 0.98)
2026-03-24 10:51:34 | INFO     | emotion_detector | Detected emotion: sad (confidence: 0.63)
2026-03-24 10:51:36 | INFO     | emotion_detector | Detected emotion: surprise (confidence: 0.97)
2026-03-24 10:51:36 | INFO     | emotion_detector | Detected emotion: fear (confidence: 0.54)
2026-03-24 10:51:40 | INFO     | emotion_detector | Detected emotion: fear (confidence: 0.97)
2026-03-24 10:51:43 | INFO     | emotion_detector | Detected emotion: fear (confidence: 0.95)
2026-03-24 10:51:43 | INFO     | emotion_detector | Detected emotion: fear (confidence: 0.94)
2026-03-24 10:51:46 | INFO     | emotion_detector | Detected emotion: fear (confidence: 0.96)
2026-03-24 10:51:53 | INFO     | emotion_detector | Detected emotion: fear (confidence: 0.90)
2026-03-24 10:51:54 | INFO     | emotion_detector | Detected emotion: fear (confidence: 0.93)
2026-03-24 10:51:56 | INFO     | emotion_detector | Detected emotion: fear (confidence: 0.91)
